RR	LCI	UCI	P	var	class
0.5246796687213933	0.451725995357727	0.6094153482391169	3.076502623551526e-17	(Intercept)	nnrti
0.9085606250712354	0.7339206493924924	1.1247570294051985	0.37859870906648013	round18	nnrti
0.46435741559508303	0.3898969590804124	0.5530379357836273	7.794669045897945e-18	(Intercept)	nrti
0.7870095624873139	0.6067791523426832	1.0207734544852511	0.07107212764056947	round18	nrti
0.029247824836194758	0.012094203910436675	0.07073100999318642	4.539865588583748e-15	(Intercept)	pi
0.7466349537363812	0.20114702616024394	2.7714242898964074	0.6623784377607425	round18	pi
