""	"RR"	"LCI"	"UCI"	"P"
"(Intercept)"	0.0370213033383424	0.02407426398727	0.0569312067689502	6.09759255313661e-51
"round16"	0.582120594756952	0.303989758310419	1.11472303778786	0.102611727071858
"round17"	12.7604052081267	7.90170858694372	20.6066750354009	2.15677637375143e-25
"round18"	21.3974943666247	13.3200782182253	34.373128871216	9.0746044863698e-37
"round19"	32.7003072801911	11.7786453153764	90.7837928376182	2.17254205035006e-11
"missing_vlTRUE"	11.6430306744079	7.65999458459829	17.697161765332	1.46823297974484e-30
"log10vl"	1.8705388827971	1.71601164130149	2.03898133779681	5.56917369032159e-46
"comm_typeFishing"	0.837060870254694	0.712152627766164	0.98387743468611	0.0309983182184221
"comm_typeTrading"	0.953977830300487	0.835367880049943	1.08942864866963	0.486727391191447
"age_cat(24,34]"	0.982837988337027	0.873152494416031	1.10630218374904	0.774325666033526
"age_cat(34,50]"	0.924000120310362	0.808985795473451	1.0553661474784	0.243845004133847
"sexM"	1.10641094648705	1.00988196221079	1.21216659799183	0.0299244042282759
"round16:log10vl"	1.1312939719771	0.987397053322729	1.29616150536902	0.0755282647375838
"round17:log10vl"	0.615861542051622	0.558837136005652	0.678704786316072	1.40105234325522e-22
"round18:log10vl"	0.553832001331463	0.502591915703628	0.610296099310297	8.32682539371781e-33
"round19:log10vl"	0.41944647718064	0.337561628937104	0.521194745306879	4.48864065215394e-15
"round16:comm_typeFishing"	0.82449694597615	0.652094655294114	1.04247935235321	0.106879852426596
"round17:comm_typeFishing"	1.23875274438158	1.04097056982827	1.47411310769913	0.0158485029139363
"round18:comm_typeFishing"	1.18491000171524	0.990117203176975	1.41802577276687	0.0640866727588333
"round19:comm_typeFishing"	1.54962236230658	1.08920746380343	2.20465755658279	0.0148917385080978
"round16:comm_typeTrading"	1.03826417866293	0.822421753254911	1.31075388075307	0.752156682692146
"round17:comm_typeTrading"	1.04019834384319	0.888481301736483	1.21782258379483	0.624156645971898
"round18:comm_typeTrading"	1.06226001939945	0.90763043689158	1.24323326207417	0.451756140400533
"round19:comm_typeTrading"	0.969331558829714	0.658454623651199	1.42698317726595	0.874559294634902
"round16:age_cat(24,34]"	0.756108632813881	0.609272671094485	0.938332362074744	0.0111569540453948
"round17:age_cat(24,34]"	1.03711427206705	0.901122483715024	1.1936290934511	0.611340157953703
"round18:age_cat(24,34]"	0.953239071856352	0.827114927337861	1.09859548906725	0.508380589481894
"round19:age_cat(24,34]"	0.960803510790483	0.665839017076807	1.38643630467938	0.83077811315866
"round16:age_cat(34,50]"	0.728473974937268	0.570664480295561	0.929923537357809	0.010984265664239
"round17:age_cat(34,50]"	1.06496543726843	0.90786684229749	1.24924860093603	0.439544619701165
"round18:age_cat(34,50]"	1.0276911959644	0.875644700106904	1.20613896724755	0.73810018436126
"round19:age_cat(34,50]"	1.03946372724104	0.695918062665109	1.55260352937524	0.850037869104258
"round16:sexM"	0.764446924175299	0.637548028310579	0.916604042254832	0.00372933661576636
"round17:sexM"	0.865130036534978	0.775640025805636	0.964945019872611	0.00930912582984175
"round18:sexM"	0.891787302540686	0.795706364796383	0.999469940367138	0.048943934392253
"round19:sexM"	0.80666278255435	0.602778075183656	1.07950980891279	0.148373944050398
