RR	LCI	UCI	P	var	class
0.009559153626109014	0.008097151223598522	0.011285131711661836	0	(Intercept)	nnrti
0.9379275694381035	0.7396934288094617	1.1892874686313772	0.5968189913769564	round18	nnrti
0.006225882352115324	0.005049358693651406	0.007676541401409309	0	(Intercept)	nrti
0.8192074006911184	0.6022430568804571	1.1143354127207639	0.2039650190313276	round18	nrti
0.0010079329478976358	5.958894462380226e-4	0.0017048948154248984	5.4695900455148616e-146	(Intercept)	pi
0.8955548321498475	0.4217292079447538	1.901737992716894	0.7740378521136557	round18	pi
