class	corr	QIC	QICu	Quasi Lik	CIC	params	QICC
pi	exchangeable	88.10849692632922	87.17438104320438	-41.58719052160219	2.467057941562423	2	88.18396862444243
pi	independence	88.14062890018994	87.17620536425716	-41.58810268212858	2.482211767966393	2	88.17824645504888
nrti	independence	525.8720681162773	524.5939796454995	-260.29698982274977	2.6390442353888677	2	525.9106533252806
nrti	exchangeable	526.8804289500899	525.8868815124703	-260.94344075623513	2.4967737188098065	2	526.9578483049287
nnrti	exchangeable	589.2012249906154	590.1405394696068	-293.0702697348034	1.530342760504311	2	589.2762249906154
nnrti	independence	589.5482360443176	588.4584415378027	-292.22922076890137	2.544897253257453	2	589.5856192218877
