RR	LCI	UCI	P	var	class
0.15605830724866343	0.1336816150044763	0.18218058826191422	2.3517963288513046e-122	(Intercept)	nnrti
1.3337759235033482	1.0728583256453055	1.658148304947158	0.00951005935976752	round18	nnrti
0.10164086685703233	0.083068113150011	0.1243662029110096	2.923045543827135e-109	(Intercept)	nrti
1.1649504103996293	0.8677286913100286	1.5639790089704277	0.30966685554518647	round18	nrti
0.016455045707365164	0.009728092013744711	0.02783367271289282	6.0659996477416175e-53	(Intercept)	pi
1.273519950822223	0.6002246044058639	2.7020769445924975	0.5287114874323691	round18	pi
