var	RR	LCI	UCI	P	corr	class
(Intercept)	0.5176784290458114	0.46491045148140153	0.5764356448546307	0	exchangeable	nnrti
round18	0.9946608720183786	0.9661101127704619	1.024055371377135	0.718644732295997	exchangeable	nnrti
(Intercept)	0.5003529949278173	0.4261241946898057	0.5875120977711187	0	independence	nrti
round18	0.7286039137236506	0.5756445223037436	0.9222074431784593	0.008449307341148016	independence	nrti
(Intercept)	0.03283849809928954	0.013838633687266788	0.07792438052676184	9.325873406851315e-15	exchangeable	pi
round18	0.6496439488266471	0.17875126876408337	2.3610308512220164	0.5123870270943085	exchangeable	pi
