var	RR	LCI	UCI	P	corr	class
(Intercept)	0.04484592457521395	0.02780781170313746	0.07232345257785482	0	independence	nnrti
sequencedPANGEA2	1.9792218100936427	0.8940088981130649	4.381744948868432	0.09224806398310537	independence	nnrti
(Intercept)	0.012992450907909583	0.005134821108936814	0.03287432551460243	0	independence	nrti
sequencedPANGEA2	1.0988790026016828	0.1273117990429718	9.484863708125648	0.9316725294426693	independence	nrti
(Intercept)	0.017876489200753028	0.008353626683645945	0.038255105027648145	0	independence	pi
sequencedPANGEA2	1.183191516991057e-18	5.393284732170945e-19	2.5957134388417198e-18	0	independence	pi
