var	RR	LCI	UCI	P	corr
(Intercept)	0.11562882274130692	0.11094286005623151	0.12051270935113775	0	independence
round16	0.6335339075973255	0.5990346807751176	0.6700199920915969	0	independence
round17	0.36765381444824324	0.3413935862687156	0.39593399734214585	0	independence
round18	0.21923335280726505	0.19955456494101045	0.24085273617931285	0	independence
round19	0.12889300680377067	0.11415158527608299	0.1455381207605332	0	independence
